"id","type","title","data_added","release_year","rating","duration","duration_units","plot","score","google_language","google_genre","google_plot"
"s1013","TV Show","Luis Miguel - The Series","2021-04-19",2021,"TV-MA",2,"Seasons","This series dramatizes the life story of Mexican superstar singer Luis Miguel, who has captivated audiences in Latin America and beyond for decades.",93,"absent","absent","Micky, a young, naturally talented singer, enjoys life, love and security with his beloved mother, but when he turns 11, his father tries to turn him into a superstar."
"s1024","Movie","Ajeeb Daastaans","2021-04-16",2021,"TV-MA",142,"min","Four shorts explore the surprising ways in which unexpected catalysts inflame the uncomfortable emotions simmering under fractured relationships.",81,"absent","absent","Four short stories reveal the surprising ways in which unexpected catalysts inflame the uncomfortable emotions simmering in fractured relationships."
"s1025","Movie","Arlo the Alligator Boy","2021-04-16",2021,"TV-Y7",93,"min","To find the father he never knew, optimistic Arlo leaves his swampy Southern home for New York City, making friends along the way. A musical adventure.",61,"absent","absent","Optimistic Arlo leaves his swampy Southern home to look for the father he never knew in New York City, making friends along the way."
"s1027","Movie","Barbie & Chelsea: The Lost Birthday","2021-04-16",2021,"TV-Y",60,"min","When Barbie’s sister Chelsea thinks her birthday has been skipped, she hunts for a magic gem on a jungle island that will grant her wish to get it back.",75,"present","absent","After the Roberts family sets sail to celebrate Chelsea's seventh birthday, she thinks her birthday has been lost by crossing the International Date Line, so she embarks on a quest to save it."
"s1033","TV Show","Love Naggers","2021-04-16",2021,"TV-14",1,"Season","From the quirky to the scandalous, any relationship is fair game for a panel of love experts who comb over text messages and revel in reenactments.",53,"present","absent","A panel of love experts weigh in on romantic relationships from the quirky to the scandalous, combing over text messages and delighting in re-enactments."
"s1038","Movie","Tuesdays & Fridays","2021-04-16",2021,"TV-14",106,"min","To avoid the burden of commitment, a young lawyer and a writer agree to be romantic partners only two days a week. That won’t get complicated — right?",54,"absent","absent","Varun and Sia do not trust relationships completely because of their upbringing. They try to figure out a way to live with their commitment issues by being a couple only on Tuesdays and Fridays."
"s1045","TV Show","High-Rise Invasion","2021-04-15",2021,"TV-MA",1,"Season","High schooler Yuri finds herself atop a skyscraper in a strange world, where she must survive against masked assailants bent on killing their prey.",91,"present","absent","As Yuri finds herself in a bizarre world of endless buildings and masked killers, she'll do whatever it takes to find her brother and escape."
"s1051","Movie","Ride or Die","2021-04-15",2021,"TV-MA",143,"min","Rei helps the woman she’s been in love with for years escape her abusive husband. While on the run, their feelings for each other catch fire.",67,"present","absent","Her abusive husband is dead, killed by her lesbian friend who would do anything for her. Now they're running for their lives."
"s1058","TV Show","Dad Stop Embarrassing Me!","2021-04-14",2021,"TV-14",1,"Season","A single dad and cosmetics brand owner figures out fatherhood on the fly when his strong-minded teen daughter moves in with him.",74,"absent","present","Bachelor Brian Dixon unexpectedly becomes a full-time father to his teenage daughter, Sasha."
"s1059","TV Show","Fate: The Winx Saga","2021-04-14",2021,"TV-MA",1,"Season","Determined to master their enchanting powers, a group of teens navigate rivalry, romance and supernatural studies at Alfea, a magical boarding school.",81,"present","absent","Fairies attend a magical boarding school in the Otherworld, where they must learn to master their magical powers while navigating love, rivalries and the monsters that threaten their very existence."
"s1063","TV Show","Law School","2021-04-14",2021,"TV-14",1,"Season","When a grim incident occurs at their prestigious school, justice through law is put to a test by a tough law professor and his ambitious students.",90,"present","present","When a grim incident occurs at their prestigious school, justice through law is put to a test by a tough law professor and his ambitious students."
"s1067","Movie","The Soul","2021-04-14",2021,"TV-MA",130,"min","While investigating the death of a businessman, a prosecutor and his wife uncover occult secrets as they face their own life-and-death dilemma.",75,"absent","absent","While investigating the death of a businessman, a prosecutor and his wife uncover occult secrets as they face their own life-and-death dilemma."
"s1071","Movie","Why Did You Kill Me?","2021-04-14",2021,"TV-MA",84,"min","The line between justice and revenge blurs when a devastated family uses social media to track down the people who killed 24-year-old Crystal Theobald.",44,"absent","absent","Why Did You Kill Me? is a 2021 American documentary film directed and produced by Fredrick Munk. The film follows Belinda Lane as she tracks down those involved in the murder of Crystal Theobald, her daughter, using MySpace.\nIt was released on April 14, 2021, by Netflix. Wikipedia"
"s1076","TV Show","My Love: Six Stories of True Love","2021-04-13",2021,"TV-PG",1,"Season","Six longtime couples in different parts of the world share their decades-long love in these tender portraits filmed over the course of one year.",69,"present","present","Six longtime couples from around the world share their love stories in portraits filmed over the course of one year."
"s1081","Movie","New Gods: Nezha Reborn","2021-04-12",2021,"TV-14",118,"min","While living as an ordinary deliveryman and motor racing fan, Nezha encounters old nemeses and must rediscover his powers to protect his loved ones.",66,"present","absent","While living as an ordinary deliveryman and motor racing fan, Nezha encounters old nemeses and must rediscover his powers as a Chinese deity to protect his loved ones."
"s1124","TV Show","Magical Andes","2021-04-01",2021,"TV-G",2,"Seasons","From Argentina to Colombia, this stunning documentary follows five characters who share their deep connection to South America's majestic mountains.",75,"absent","absent","From Argentina to Colombia, people of diverse cultures share their deep connection to South America's majestic mountains."
"s1128","TV Show","Prank Encounters","2021-04-01",2021,"TV-MA",2,"Seasons","Monstrous frights meet hilarious reveals on this hidden-camera prank show as real people become the stars of their own full-blown horror movie.",80,"present","present","Monstrous frights meet funny reveals as real people land in their own horror movie, and Gaten Matarazzo hosts the hidden-camera show."
"s1137","Movie","Tersanjung the Movie","2021-04-01",2021,"TV-14",114,"min","After growing up in a tumultuous household, Yura finds herself in a love triangle with two close friends as she faces a personal and financial crisis.",68,"absent","absent","After growing up in a tumultuous household, Yura finds herself in a love triangle with two close friends while facing a personal and financial crisis."
"s1144","TV Show","Worn Stories","2021-04-01",2021,"TV-MA",1,"Season","In this funny, heartfelt and moving docuseries, real people unpack the fascinating and quirky stories around their most meaningful pieces of clothing.",55,"absent","absent","People unpack stories about the meanings behind cherished articles of clothing, including a pair of boots symbolizing survival, a dress that's come to stand for recovery and a uniform that reaffirms an identity."
"s2031","Movie","Cargo","2020-09-09",2020,"TV-14",113,"min","Aboard a spaceship where souls of the deceased are readied for reincarnation, a lone crew member’s rigid existence is disrupted by a spry new assistant.",73,"present","absent","Stranded in rural Australia in the aftermath of a violent pandemic, an infected father desperately searches for a new home for his infant child and a means to protect her from his own changing nature."
"s2032","Movie","Cuties","2020-09-09",2020,"TV-MA",96,"min","Eleven-year-old Amy starts to rebel against her conservative family’s traditions when she becomes fascinated with a free-spirited dance crew.",7,"absent","absent",""
"s2033","TV Show","Get Organized with The Home Edit","2020-09-09",2020,"TV-PG",1,"Season","Expert home organizers Clea and Joanna help celebrities and everyday clients edit, categorize and contain their clutter to create stunning spaces.",83,"absent","present","Expert home organizers Clea and Joanna help clients contain their clutter to create stunning spaces."
"s2034","TV Show","La Línea: Shadow of Narco","2020-09-09",2020,"TV-MA",1,"Season","A stone's throw from Africa, the Spanish beach town of La Línea is a drug smuggling hot spot. But the police and mayor are determined to change that.",52,"present","absent","The fight of the Civil Guard and the National Police against drug trafficking in the Spanish beach town of La LÃ­nea de la ConcepciÃ³n, just a stone's throw away from Africa."
"s2036","Movie","The Social Dilemma","2020-09-09",2020,"PG-13",94,"min","This documentary-drama hybrid explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations.",94,"absent","absent","Tech experts from Silicon Valley sound the alarm on the dangerous impact of social networking, which Big Tech use in an attempt to manipulate and influence."
"s2037","Movie","#Alive","2020-09-08",2020,"TV-MA",99,"min","As a grisly virus rampages a city, a lone man stays locked inside his apartment, digitally cut off from seeking help and desperate to find a way out.",74,"present","absent","While a grisly virus ravages a Korean city, Joon-woo tries to stay safe by locking himself inside his apartment. Just as he loses hope, he discovers another survivor."
"s2038","TV Show","Record of Youth","2020-09-08",2020,"TV-14",1,"Season","Two actors and a makeup artist fight to make their own way in a world that weighs the backgrounds they were born into more than their dreams.",89,"present","present","Three young fashionistas are trying to make it big in the world of modelling."
"s2039","Movie","My Octopus Teacher","2020-09-07",2020,"TV-G",86,"min","A filmmaker forges an unusual friendship with an octopus living in a South African kelp forest, learning as the animal shares the mysteries of her world.",95,"absent","absent","A filmmaker begins diving in a kelp forest off the coast of South Africa, and meets a female octopus who casts a spell on him."
"s2041","TV Show","Transformers: Cyberverse","2020-09-07",2020,"TV-Y7",2,"Seasons","Optimus Prime and the AllSpark are missing – and only a memory-scrambled Bumblebee holds the key to finding them in this animated sci-fi series.",82,"absent","present","After Bumblebee loses his memory due to a damaged chip, Windblade comes to his rescue and enables Bumblebee to complete his mission."
"s104","Movie","Shadow Parties","2021-09-06",2020,"TV-MA",117,"min","A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.",59,"absent","absent","A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals."
"s2046","Movie","I'm Thinking of Ending Things","2020-09-04",2020,"R",135,"min","Nothing is as it seems when a woman experiencing misgivings about her new boyfriend joins him on a road trip to meet his parents at their remote farm.",53,"absent","absent","A young woman soon finds herself with misgivings after travelling with her new boyfriend to his parents' secluded farm."
"s2048","TV Show","Spirit Riding Free: Riding Academy","2020-09-04",2020,"TV-Y7",2,"Seasons","A new chapter begins for Lucky and her friends as they leave Miradero behind to live and learn at the prestigious Palomino Bluffs Riding Academy.",61,"absent","absent","In a small Western town a young girl from the city forms a tight bond with wild horse Spirit while having adventures with her friends."
"s1927","Movie","American Murder: The Family Next Door","2020-09-30",2020,"TV-MA",84,"min","Using raw, firsthand footage, this documentary examines the disappearance of Shanann Watts and her children, and the terrible events that followed.",84,"present","absent","American Murder: The Family Next Door is an American true crime documentary film directed by Jenny Popplewell. Wikipedia"
"s1930","TV Show","Man with a Plan","2020-09-30",2020,"TV-PG",4,"Seasons","When his wife Andi returns to work, contractor Adam Burns becomes a stay-at-home dad and discovers that parenting is a tougher job than he realized.",77,"absent","present","Andi Burns, a housewife, decides to return to work and make a career. As a result, her husband, Adam, faces the challenge of parenting their three unruly children while also running a business."
"s1932","Movie","The Boys in the Band","2020-09-30",2020,"R",122,"min","At a birthday party in 1968 New York, a surprise guest and a drunken game leave seven gay friends reckoning with unspoken feelings and buried truths.",77,"absent","absent","A surprise guest turns an evening upside down when he interrupts a gathering of gay men in 1968 New York City."
"s1933","Movie","The Boys in the Band: Something Personal","2020-09-30",2020,"TV-MA",28,"min","Decades after his play first put gay life center stage, Mart Crowley joins the cast and crew of the 2020 film to reflect on the story's enduring legacy.",77,"absent","absent","A surprise guest turns an evening upside down when he interrupts a gathering of gay men in 1968 New York City."
"s1934","TV Show","Wentworth","2020-09-30",2020,"TV-MA",8,"Seasons","Bea Smith is locked up while awaiting trial for the alleged attempted murder of her husband and must learn how life works in prison.",93,"absent","absent","Bea Smith is locked up while awaiting trial for the attempted murder of her husband and must learn how life works in prison."
"s2053","Movie","Love, Guaranteed","2020-09-03",2020,"TV-PG",91,"min","Sparks fly when a crusading but cash-strapped attorney takes on a charming client looking to sue a dating site that guarantees its users will find love.",69,"present","absent","Earnest lawyer Susan accepts a high-profile case against a dating website that guarantees love, and winds up with a much bigger win."
"s2054","TV Show","Young Wallander","2020-09-03",2020,"TV-MA",1,"Season","An incendiary hate crime stirs civil unrest, fast-tracking rookie cop Kurt Wallander to detective in this origin story for the popular character.",84,"present","absent","Shortly after completing his training as a police officer, Kurt Wallannder is promoted as a detective in order to investigate a hate crime stirring civil unrest in modern-day Sweden."
"s1937","Movie","Welcome to Sudden Death","2020-09-29",2020,"R",80,"min","At a basketball game, an ex-Special Forces officer must face a group of tech-savvy hostiles when a team owner and his daughter are taken hostage.",57,"absent","absent","A former special forces officer working as a security guard battles a group of terrorists after they take hostages inside a basketball arena."
"s1948","TV Show","Whose Vote Counts, Explained","2020-09-28",2020,"TV-PG",1,"Season","The right to vote is at the foundation of America's democracy. But not every vote is created equal. How does the system work, and can it be fixed?",82,"absent","present","Untangling fears about the voting process being rigged by powerful donors and corporations, gerrymandering, the Electoral College, voter suppression, fraud at the ballot box, and the ways votes are counted."
"s1950","TV Show","The Good Place","2020-09-26",2020,"TV-14",4,"Seasons","Due to an error, self-absorbed Eleanor Shellstrop arrives at the Good Place after her death. Determined to stay, she tries to become a better person.",92,"absent","present","Eleanor, a deceased saleswoman who lived a morally corrupt life, finds herself in a heaven-like afterlife in a case of mistaken identity and tries to hide her past in order to stay there."
"s1","Movie","Dick Johnson Is Dead","2021-09-25",2020,"PG-13",90,"min","As her father nears the end of his life, filmmaker Kirsten Johnson stages his death in inventive and comical ways to help them both face the inevitable.",79,"absent","absent","As her father nears the end of his life, filmmaker Kirsten Johnson stages his death in inventive and comical ways to help them both face the inevitable."
"s1952","TV Show","A Perfect Crime","2020-09-25",2020,"TV-14",1,"Season","This docuseries investigates the 1991 killing of politician Detlev Rohwedder, an unsolved mystery at the heart of Germany's tumultuous reunification.",70,"present","present","In 1991, Detlev Rohwedder, the head of Treuhand, the East German Privatization and Restructuring Agency, is assassinated in Dusseldorf."
"s1953","TV Show","Mighty Little Bheem","2020-09-25",2020,"TV-Y",3,"Seasons","An innocent toddler’s boundless curiosity – and extraordinary might – lead to mischief and adventure in his small Indian town.",74,"present","absent","An innocent toddler's boundless curiosity and extraordinary might lead to mischief and adventure in his small Indian town."
"s1956","TV Show","The School Nurse Files","2020-09-25",2020,"TV-MA",1,"Season","Wielding a light-up sword through the dark corners of a high school, a nurse with an unusual gift protects students from monsters only she can see.",73,"present","present","A school nurse with an unusual supernatural gift must protect high school students from monsters only she can see."
"s1959","TV Show","The Chef Show","2020-09-24",2020,"TV-MA",4,"Seasons","Writer, director and food enthusiast Jon Favreau and chef Roy Choi explore food in and out of the kitchen with accomplished chefs and celebrity friends.",90,"absent","present","Chef Roy Choi worked on the 2014 movie ""Chef,"" which starred Jon Favreau, who also wrote and directed the flick. Choi and Favreau reunite for this cooking travelogue series. The friends travel to different locales around the world and celebrate different flavors, cultures and people. They experiment with their favorite recipes and techniques, collaborating with some of the biggest names in the entertainment and culinary industries. Favreau and Choi not only embrace their passion for food, but they also showcase their love of bringing people together for a delicious meal. On the journey, the duo shares a meal with members of the ""Avengers"" cast in Atlanta and smokes brisket in Texas with renowned pitmaster Aaron Franklin.â€¦\xa0MORE"
"s1960","Movie","Enola Holmes","2020-09-23",2020,"PG-13",124,"min","While searching for her missing mother, intrepid teen Enola Holmes uses her sleuthing skills to outsmart big brother Sherlock and help a runaway lord.",93,"present","absent","Enola Holmes takes on her first case as a detective, but to unravel the mystery of a missing girl, she'll need some help from friends -- and brother Sherlock."
"s17","Movie","Europe's Most Dangerous Man: Otto Skorzeny in Spain","2021-09-22",2020,"TV-MA",67,"min","Declassified documents reveal the post-WWII life of Otto Skorzeny, a close Hitler ally who escaped to Spain and became an adviser to world presidents.",51,"absent","absent",""
"s18","TV Show","Falsa identidad","2021-09-22",2020,"TV-MA",2,"Seasons","Strangers Diego and Isabel flee their home in Mexico and pretend to be a married couple to escape his drug-dealing enemies and her abusive husband.",81,"absent","absent","Isabel and Diego, two complete strangers, must assume the identity of a dead American tourist and his wife in order to escape their pasts in Sonora."
"s1961","Movie","Kiss the Ground","2020-09-22",2020,"TV-G",85,"min","Science experts and celebrity activists unpack the ways in which the earth's soil may be the key to combating climate change and preserving the planet.",88,"absent","absent","Activists, scientists, farmers, and politicians turn to regenerative agriculture to save the planet's topsoil, and combat climate change."
"s1962","TV Show","The Playbook","2020-09-22",2020,"TV-MA",1,"Season","Coaches with championship résumés share their personal rules for success in sports and life in this reflective and inspiring documentary series.",74,"absent","present","Coaches share the rules they live by to achieve success in sports and in life; featured coaches include Doc Rivers, Jill Ellis, JosÃ© Mourinho, Patrick Mouratoglou, and Dawn Staley."
"s1963","Movie","A Love Song for Latasha","2020-09-21",2020,"TV-PG",20,"min","The killing of Latasha Harlins became a flashpoint for the 1992 LA uprising. This documentary evocatively explores the 15-year-old's life and dreams.",61,"absent","absent","The murder of 15-year-old Latasha Harlins adds fuel to the 1992 Los Angles riots, but her family celebrate her life and their memories of her."
"s127","Movie","Shikara","2021-09-02",2020,"TV-14",115,"min","A couple must strive to remain resilient after regional hostilities drive them from their beloved home into a refugee camp.",48,"absent","absent","A young couple is forced out of their homes along with thousands of Kashmiri pandits due to communal tensions in their state. They struggle to find clarity in their situation and try to adjust."
"s2055","TV Show","Chef's Table: BBQ","2020-09-02",2020,"TV-14",1,"Season","The Emmy-nominated series delves into the juicy, smoky world of barbecue, visiting acclaimed chefs and pitmasters in the US, Australia and Mexico.",80,"absent","absent","An exploration of the smoky, juicy world of barbecue with visits to acclaimed chefs and pit masters in the United States, Australia and Mexico."
"s2056","Movie","Freaks – You're One of Us","2020-09-02",2020,"TV-MA",93,"min","Tipped by a mysterious tramp, a meek fry cook discovers she has superpowers — and kindred spirits — and uncovers an unsavory, widespread conspiracy.",52,"present","absent","A meek fry cook discovers she has superpowers and bands together with a group of kindred spirits."
"s2058","Movie","Sky Tour: The Movie","2020-09-02",2020,"TV-G",93,"min","From the preparations to the performances, this documentary showcases Vietnamese pop idol Sơn Tùng M-TP and the passion behind his Sky Tour concerts.",93,"absent","absent","From the preparations to the performances, this documentary showcases Vietnamese pop idol SÆ¡n TÃ¹ng M-TP and the passion behind his Sky Tour concerts."
"s2059","TV Show","The Witcher: A Look Inside the Episodes","2020-09-02",2020,"TV-MA",1,"Season","With series creator Lauren S. Hissrich as your guide, take an in-depth journey into the stories and themes powering the first season of ""The Witcher.""",60,"absent","absent","Series creator Lauren S. Hissrich takes an in-depth journey into the stories and themes powering the first season of ""The Witcher."""
"s1974","TV Show","Fukrey Boyzzz","2020-09-19",2020,"TV-Y",1,"Season","A troublemaking trio dreams big, plays hard and stirs up all sorts of classroom mischief in this animated spinoff of the popular Hindi film franchise.",74,"present","absent","Choocha, Hunny and Laali pursue their outlandish and sometimes dangerous dreams while the scheming Bholi Punjaban constantly tries to sabotage their plans."
"s1978","Movie","Dolly Kitty Aur Woh Chamakte Sitare","2020-09-18",2020,"TV-MA",120,"min","A disillusioned Delhi wife and her new-in-town cousin navigate damning secrets, dreams and their thorny dynamic on their respective roads to freedom.",45,"absent","absent","A disillusioned Delhi wife and her newly-arrived cousin navigate secrets, dreams, and their complex dynamic on their respective paths to freedom."
"s1979","TV Show","Ratched","2020-09-18",2020,"TV-MA",1,"Season","In 1947, Mildred Ratched begins working as a nurse at a leading psychiatric hospital. But beneath her stylish exterior lurks a growing darkness.",89,"absent","present","A young nurse at a mental institution becomes jaded and bitter before turning into a full-fledged monster to her patients."
"s1980","TV Show","The American Barbecue Showdown","2020-09-18",2020,"TV-G",1,"Season","Eight of the country's best backyard smokers and pitmasters vie for the title of American Barbecue Champion in a fierce but friendly faceoff.",83,"absent","absent","Competitors demonstrate their barbecuing abilities."
"s33","TV Show","Sex Education","2021-09-17",2020,"TV-MA",3,"Seasons","Insecure Otis has all the answers when it comes to sex advice, thanks to his therapist mom. So rebel Maeve proposes a school sex-therapy clinic.",95,"absent","present","Socially awkward high school student Otis may not have much experience in the lovemaking department, but he gets good guidance on the topic in his personal sex ed course -- living with mom Jean, who is a sex therapist. Being surrounded by manuals, videos and tediously open conversations about sex, Otis has become a reluctant expert on the subject. When his classmates learn about his home life, Otis decides to use his insider knowledge to improve his status at school, so he teams with whip-smart bad girl Maeve to set up an underground sex therapy clinic to deal with their classmates' problems. But through his analysis of teenage sexuality, Otis realizes that he may need some therapy of his own.â€¦\xa0MORE"
"s1985","Movie","GIMS: On the Record","2020-09-17",2020,"TV-MA",96,"min","Go backstage with beloved rap superstar Gims in the year leading up to his major 2019 Stade de France performance in this up-close documentary.",60,"absent","absent","Gims: On the Record is a music documentary film released on September 17, 2020, produced by Netflix. The film tells about the career of Congolese hip-hop singer Gims in the last ten years, the running time is 1 hour 36 minutes. Wikipedia"
"s1989","TV Show","The Last Word","2020-09-17",2020,"TV-MA",1,"Season","Suddenly a widow, a woman rekindles her thirst for life by becoming a eulogist while navigating the existential landscape of death, grief and love.",83,"absent","absent","Harriet, a retired businesswoman, decides to write her own obituary in advance that tells her life story in a way she wants. Anne, a young journalist, wants to find out the truth about Harriet's life."
"s48","TV Show","The Smart Money Woman","2021-09-16",2020,"TV-MA",1,"Season","Five glamorous millennials strive for success as they juggle careers, finances, love and friendships. Based on Arese Ugwu's 2016 best-selling novel.",71,"absent","absent","Five glamorous women strive for success as they juggle careers, love and friendships."
"s1992","TV Show","Criminal: UK","2020-09-16",2020,"TV-MA",2,"Seasons","Within the walls of an interrogation room and with time running out, London investigators go after three suspects, each accused of a grievous crime.",79,"present","absent","Taking place exclusively within the confines of a police interview suite, police officers and suspects engage in intense mental conflict as they both wrangle for the psychological upper hand."
"s1994","TV Show","Signs","2020-09-16",2020,"TV-MA",2,"Seasons","When a young woman's murder shows similarities to a decade-old cold case, a new police commander must break the silence permeating an Owl Mountain town.",80,"absent","absent","Father Graham Hess and his family migrate to a farmhouse that later becomes the site of strange crop circles that suggest the existence of alien life."
"s1995","TV Show","Sing On!","2020-09-16",2020,"TV-PG",1,"Season","In this fun, fast-paced music contest hosted by Tituss Burgess, players sing their hearts out and try to hit the right notes to win up to $60,000.",54,"present","present","Tituss Burgess hosts a competition in which contestants strive to hit all the right notes while singing their hearts out in an effort to win up to $60,000."
"s1996","Movie","The Devil All The Time","2020-09-16",2020,"R",139,"min","Sinister characters converge around a young man devoted to protecting those he loves in a postwar backwoods town teeming with corruption and brutality.",61,"absent","absent","A young man devoted to protecting his loved ones must face off against corruption and sinister characters in a postwar backwoods town."
"s1997","Movie","The Paramedic","2020-09-16",2020,"TV-MA",94,"min","Unable to face his new reality in a wheelchair, Ángel develops a deadly obsession with the woman who left him and unleashes a sinister revenge plot.",52,"present","absent","After suffering a serious accident, Angel's life with Vane begins to unravel; obsessed with the idea that she is unfaithful to him, his life will turn into hell."
"s1999","TV Show","Call the Midwife","2020-09-15",2020,"TV-MA",9,"Seasons","This period drama set in impoverished East London in the 1950s follows a newly qualified midwife and her colleagues at a nursing convent.",93,"absent","present","A group of nurse midwives working in the East End of London in the late 1950s deal with the pressures of their day-to-day lives while trying to cope with the changes in the world around them."
"s2000","Movie","Hope Frozen: A Quest to Live Twice","2020-09-15",2020,"TV-PG",80,"min","A Thai scientist and his family decide to cryonically freeze their cherished, dying toddler. This heartfelt documentary follows their journey.",73,"absent","absent","When their beloved toddler passes away from brain cancer, a Thai family decide to have her cryogenically frozen."
"s2003","TV Show","Taco Chronicles","2020-09-15",2020,"TV-MA",2,"Seasons","Many of the most popular taco styles have long, rich, little-known histories. Explore some of them in this eye-opening, mouth-watering food adventure.",87,"present","present","Many of the most popular taco styles have long and rich, but little-known, histories; this docuseries explores some of them in this eye-opening, mouthwatering food adventure."
"s2005","Movie","Wish Upon a Unicorn","2020-09-15",2020,"PG",93,"min","Sisters Mia and Emma move to their grandmother’s farm far from the city and save a magical unicorn from local cowboys seeking its powers for themselves.",40,"absent","absent","After the death of their mother, Mia and Emma move to their grandmother's ranch, where they discover a unicorn, Rocco. But when they learn that a few cowboys are after Rocco, they set out to save him."
"s79","Movie","Tughlaq Durbar","2021-09-11",2020,"TV-14",145,"min","A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.",64,"present","absent","A young politician has devious plans to advance his career. However, he suddenly develops a conscientious alter ego that interferes with his crooked efforts."
"s2008","Movie","Dad Wanted","2020-09-11",2020,"TV-14",103,"min","What does a thrill-seeker tween girl do when her mom forbids her to enter a BMX race? Cast an actor with nothing to lose to play her approving dad.",70,"present","absent","Bianca's mother prohibits her from cycling after her father died in an accident. However, the young woman tries to participate in a competition without her mother knowing."
"s2012","Movie","Pets United","2020-09-11",2020,"TV-Y7",93,"min","A street-smart dog and a pampered cat join forces to lead a pack of unlikely heroes when their city is seized by its evil mayor — and his robot army.",57,"present","absent","Pets United is a 2019 computer-animated comedy film animated film directed and written by Reinhard Klooss and starring Natalie Dormer, Eddie Marsan and Jeff Burrell. It serves as a standalone sequel to the 2010 film Animals United.\nThe film premiered in China on November 8, 2019. Wikipedia"
"s2013","TV Show","The Barrier","2020-09-11",2020,"TV-MA",1,"Season","One family’s fight for survival in a future dystopian Madrid illustrates the disparity between two worlds separated by a fence — and so much more.",84,"present","present","In 2045 Spain is part of dictatorial regime where a fence separates the privileged from the rest of the population."
"s2014","TV Show","The Duchess","2020-09-11",2020,"TV-MA",1,"Season","Katherine's a single mom juggling her career, her tween daughter, her relationship with her boyfriend — and pondering getting pregnant with her ex.",83,"absent","absent","At the age of 17, Georgiana Spencer is married to the Duke of Devonshire. She soon realizes that her husband doesn't love her and he only wants a son, so that the family continues with a male heir."
"s85","Movie","Omo Ghetto: the Saga","2021-09-10",2020,"TV-MA",147,"min","Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them.",80,"absent","absent","Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops, and all of the trouble that follows them."
"s2022","TV Show","Greenleaf","2020-09-10",2020,"TV-14",5,"Seasons","Although members of the Greenleaf family run a Memphis megachurch, their business and personal lives are tainted with greed, adultery and other sins.",92,"absent","present","The Greenleaf family, which runs sprawling Memphis megachurch Calvary Fellowship World Ministries, appears to be a loving and caring clan. Beneath the surface, though, exists scandalous secrets and lies. Greed, adultery and sibling rivalry are among the issues that threaten to test the family's faith and tear the group apart. The scandalous happenings are uncovered by Grace, the estranged daughter of church leader Bishop James Greenleaf, when she returns home after a 20-year absence. Oprah Winfrey has a regular role on the show as Mavis, Grace's aunt.â€¦\xa0MORE"
"s2023","TV Show","Julie and the Phantoms","2020-09-10",2020,"TV-G",1,"Season","Julie lost her passion for music when she lost her mom. But when three ghostly guys appear and lift her spirits, they decide to start a band together!",95,"absent","absent","Teenager Julie finds her passion for music and life while helping the Phantoms, a trio of ghostly guys, become the band they were never able to be."
"s2030","Movie","The Babysitter: Killer Queen","2020-09-10",2020,"TV-MA",102,"min","Two years after Cole survived a satanic blood cult, he's living another nightmare: high school. And the demons from his past? Still making his life hell.",88,"absent","absent","Two years after defeating a satanic cult led by his babysitter Bee, Cole once again has to outsmart the forces of evil when old enemies unexpectedly return."
"s2062","Movie","Barbie Princess Adventure","2020-09-01",2020,"TV-Y",72,"min","Through music and magic, Barbie learns what it's like to be a modern princess when she trades places with a royal lookalike.",62,"present","absent","Barbie must foil the plans of an evil prince after switching identities with a princess who looks just like her."
"s2071","TV Show","Heidi","2020-09-01",2020,"TV-Y7",1,"Season","A plucky young orphan sent to live with her grandfather in the mountains discovers wonder and adventure around every corner.",85,"absent","absent","Heidi is a work of children's fiction published in 1881 by Swiss author Johanna Spyri, originally published in two parts as Heidi: Her Years of Wandering and Learning and Heidi: How She Used What She Learned. Wikipedia"
"s2078","Movie","The Match","2020-09-01",2020,"TV-MA",97,"min","One football match on a dirt pitch near Rome becomes a day of reckoning as a young player, his coach and their team's owner wrestle internal demons.",63,"absent","absent","Inspired by true events from the spring of 1944 when the Nazis organised a football match between a team of camp inmates and an elite Nazi team on Adolf Hitler's birthday. A match the prisoners are determined to win, no matter what happens."
"s2081","TV Show","Thomas and Friends","2020-09-01",2020,"TV-Y",2,"Seasons","This animated children's series follows the adventures of Thomas, a cheerful blue tank engine who lives on the island of Sodor.",77,"absent","absent","Located on the imaginary island of Sodor, a place where every vehicle has its own characteristics, Thomas, a tank engine, and his friends face exciting adventures."
"s1869","TV Show","Deaf U","2020-10-09",2020,"TV-MA",1,"Season","In this reality series, a tight-knit group of Deaf and hard of hearing students share their stories and explore life at Gallaudet University.",70,"present","present","A tight-knit group of deaf students at Gallaudet University navigate the high, lows, and hookups of college life together; their stories offer an unprecedented, unfiltered, and often unexpected look inside the deaf community."
"s1870","Movie","Ginny Weds Sunny","2020-10-09",2020,"TV-MA",126,"min","Eager to marry but constantly rejected by women, a bachelor hopes to win over a former crush by accepting help from an unlikely source: her mother.",71,"present","absent","Eager to marry but constantly rejected by women, a bachelor hopes to win over a former crush by accepting help from an unlikely source: her mother."
